source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id,applies_to,applies_to_objects,scope_count,scope_mode,merged_rule_ids,merged_rule_count,dedup_status,review_reasons,review_required,merged_rule_id,rule_object_original,approval_type
vancouver_generic_graph_pack_007__page_0008__local_012,laneway_house_building_height_max_m,building_height,maximum,laneway_house,<=,8.5,m,,,11.3.8.4 The building height for a laneway house must not exceed 8.5 m and 2 storeys.,[],gemini_text_batch,text_batch_0001,pipeline10_rule_0011,"[{'rule_id': 'pipeline10_rule_0011', 'rule_object': 'building_height', 'condition': ''}]",['building_height'],1,single_scope,['pipeline10_rule_0011'],1,kept,[],False,pipeline5_merged_rule_0011,,
vancouver_generic_graph_pack_007__page_0008__local_012,laneway_house_building_height_max_storeys,building_height,maximum,laneway_house,<=,2,storeys,,,11.3.8.4 The building height for a laneway house must not exceed 8.5 m and 2 storeys.,[],gemini_text_batch,text_batch_0001,pipeline10_rule_0012,"[{'rule_id': 'pipeline10_rule_0012', 'rule_object': 'building_height', 'condition': ''}]",['building_height'],1,single_scope,['pipeline10_rule_0012'],1,kept,[],False,pipeline5_merged_rule_0012,,
vancouver_generic_graph_pack_007__page_0008__local_013,site_with_laneway_house_site_coverage_max,site_coverage,maximum,site_with_laneway_house,<=,50,%,of the site area,Despite the maximum permitted site coverage in an applicable district schedule,"11.3.8.5 Despite the maximum permitted site coverage in an applicable district schedule, for a site with a laneway house, the maximum site coverage is 50% of the site area.",[],gemini_text_batch,text_batch_0001,pipeline10_rule_0013,"[{'rule_id': 'pipeline10_rule_0013', 'rule_object': 'site_coverage', 'condition': 'of the site area'}]",['site_coverage'],1,single_scope,['pipeline10_rule_0013'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0013,,
vancouver_generic_graph_pack_009__page_0009__local_002,11.3.8.8_floor_area_computation_inclusion_general,floor_area,measurement,laneway_house,required,,,must include specific items as per sections 11.3.8.8(a) to (c),,Computation of floor area for a laneway house must include:,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0014,"[{'rule_id': 'pipeline10_rule_0014', 'rule_object': 'floor_area_computation', 'condition': 'must include specific items as per sections 11.3.8.8(a) to (c)'}]",['floor_area_computation'],1,single_scope,['pipeline10_rule_0014'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0014,floor_area_computation,
vancouver_generic_graph_pack_009__page_0009__local_003,11.3.8.8a_floor_area_inclusion_floors,floor_area,measurement,all_floors,required,,,"for computation of floor area for a laneway house; including earthen floor, measured to the extreme outer limits of the building",,"all floors, including earthen floor, measured to the extreme outer limits of the building;",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0015,"[{'rule_id': 'pipeline10_rule_0015', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; including earthen floor, measured to the extreme outer limits of the building'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0015'],1,kept,[],False,pipeline5_merged_rule_0015,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_004,11.3.8.8b_floor_area_inclusion_vertical_circulation,floor_area,measurement,stairways_fire_escapes_elevator_shafts,required,,,for computation of floor area for a laneway house; measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located; and other features that the Director of Planning considers similar,,"stairways, fire escapes, elevator shafts and other features that the Director of Planning considers similar, measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located;",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0016,"[{'rule_id': 'pipeline10_rule_0016', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located; and other features that the Director of Planning considers similar'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0016'],1,kept,[],False,pipeline5_merged_rule_0016,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_005,11.3.8.8c_floor_area_inclusion_excess_height,floor_area,measurement,excess_height_floor_area,required,,,"for computation of floor area for a laneway house; where the distance from a floor to the floor above or, where there is no floor above, to the top of the roof joists, exceeds 3.7 m, an amount equal to the area of the floor below the excess height",,"where the distance from a floor to the floor above or, where there is no floor above, to the top of the roof joists, exceeds 3.7 m, an amount equal to the area of the floor below the excess height.",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0017,"[{'rule_id': 'pipeline10_rule_0017', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; where the distance from a floor to the floor above or, where there is no floor above, to the top of the roof joists, exceeds 3.7 m, an amount equal to the area of the floor below the excess height'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0017'],1,kept,[],False,pipeline5_merged_rule_0017,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_006,11.3.8.9_floor_area_computation_exclusion_general,floor_area,measurement,laneway_house,prohibited,,,must exclude specific items as per sections 11.3.8.9(a) to (f),,Computation of floor area for a laneway house must exclude:,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0018,"[{'rule_id': 'pipeline10_rule_0018', 'rule_object': 'floor_area_computation', 'condition': 'must exclude specific items as per sections 11.3.8.9(a) to (f)'}]",['floor_area_computation'],1,single_scope,['pipeline10_rule_0018'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0018,floor_area_computation,
vancouver_generic_graph_pack_009__page_0009__local_007,11.3.8.9a_floor_area_exclusion_parking,floor_area,measurement,floors_for_off_street_parking,prohibited,,,for computation of floor area for a laneway house; provided that each parking space is open on at least 2 sides and does not exceed 7.3 m in length,,"floors or portions thereof that are used for off-street parking, provided that each parking space is open on at least 2 sides and does not exceed 7.3 m in length;",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0019,"[{'rule_id': 'pipeline10_rule_0019', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; provided that each parking space is open on at least 2 sides and does not exceed 7.3 m in length'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0019'],1,kept,[],False,pipeline5_merged_rule_0019,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_008,11.3.8.9b_floor_area_exclusion_balconies_decks,floor_area,measurement,balconies_and_decks,prohibited,,,for computation of floor area for a laneway house; provided that the total area of these exclusions does not exceed 8% of the permitted floor area; and any other appurtenances that the Director of Planning considers similar,,"balconies and decks, and any other appurtenances that the Director of Planning considers similar to the foregoing, provided that the total area of these exclusions does not exceed 8% of the permitted floor area;",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0020,"[{'rule_id': 'pipeline10_rule_0020', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; provided that the total area of these exclusions does not exceed 8% of the permitted floor area; and any other appurtenances that the Director of Planning considers similar'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0020'],1,kept,[],False,pipeline5_merged_rule_0020,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_009,11.3.8.9c_floor_area_exclusion_entries_porches_verandahs_general,floor_area,measurement,entries_porches_verandahs,prohibited,,,for computation of floor area for a laneway house; if conditions in 11.3.8.9(c)(i)-(iii) are met,,"entries, porches and verandahs, if:",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0021,"[{'rule_id': 'pipeline10_rule_0021', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; if conditions in 11.3.8.9(c)(i)-(iii) are met'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0021'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0021,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_011,11.3.8.9cii_floor_area_exclusion_combined_balcony_entry,balcony,measurement,entries_porches_verandahs_balconies_decks_combined_area,<=,13,%,"for exclusion of entries, porches and verandahs from laneway house floor area computation; when combined with the balcony and deck exclusions under section 11.3.8.9(b) above",,"the total area of these exclusions, when combined with the balcony and deck exclusions under section 11.3.8.9(b) above, does not exceed 13% of the permitted floor area,",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0023,"[{'rule_id': 'pipeline10_rule_0023', 'rule_object': 'floor_area_exclusion_total', 'condition': 'for exclusion of entries, porches and verandahs from laneway house floor area computation; when combined with the balcony and deck exclusions under section 11.3.8.9(b) above'}]",['floor_area_exclusion_total'],1,single_scope,['pipeline10_rule_0023'],1,kept,[],False,pipeline5_merged_rule_0023,floor_area_exclusion_total,
vancouver_generic_graph_pack_009__page_0009__local_012,11.3.8.9ciii_entry_porch_verandah_ceiling_height,ceiling_height,measurement,entry_porch_verandah_excluded_area,<=,3.1,m,"for exclusion of entries, porches and verandahs from laneway house floor area computation; excluding roof structure, measured from the entry, porch or verandah floor",,"the ceiling height, excluding roof structure, of the total area being excluded does not exceed 3.1 m measured from the entry, porch or verandah floor;",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0024,"[{'rule_id': 'pipeline10_rule_0024', 'rule_object': 'ceiling_height', 'condition': 'for exclusion of entries, porches and verandahs from laneway house floor area computation; excluding roof structure, measured from the entry, porch or verandah floor'}]",['ceiling_height'],1,single_scope,['pipeline10_rule_0024'],1,kept,[],False,pipeline5_merged_rule_0024,,
vancouver_generic_graph_pack_009__page_0009__local_013,11.3.8.9d_floor_area_exclusion_sloping_roof_floors_general,floor_area,measurement,floors_over_open_to_below_space_with_sloping_roof,prohibited,,,"for computation of floor area for a laneway house; if conditions in 11.3.8.9(d)(i)-(ii) are met; where the ceiling is directly attached to the underside of sloping roof rafters, and where the roof joists have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists",,"areas of floors existing, proposed or as may be extended over open-to-below space located directly below sloping roof rafters or a sloping ceiling where the ceiling is directly attached to the underside of sloping roof rafters, and where the roof joists have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists, if:",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0025,"[{'rule_id': 'pipeline10_rule_0025', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; if conditions in 11.3.8.9(d)(i)-(ii) are met; where the ceiling is directly attached to the underside of sloping roof rafters, and where the roof joists have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0025'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0025,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_014,11.3.8.9di_floor_to_rafter_ceiling_max_distance,distance_from_floor_to_roof_rafters_or_ceiling,measurement,distance,<=,2.3,m,for exclusion of floors over open-to-below space from laneway house floor area computation; measured vertically,,the distance from the floor to any part of the roof rafters or ceiling is no higher than 2.3 m,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0026,"[{'rule_id': 'pipeline10_rule_0026', 'rule_object': 'distance_from_floor_to_roof_rafters_or_ceiling', 'condition': 'for exclusion of floors over open-to-below space from laneway house floor area computation; measured vertically'}]",['distance_from_floor_to_roof_rafters_or_ceiling'],1,single_scope,['pipeline10_rule_0026'],1,kept,[],False,pipeline5_merged_rule_0026,,
vancouver_generic_graph_pack_009__page_0009__local_014,11.3.8.9di_floor_to_rafter_ceiling_min_distance,distance_from_floor_to_roof_rafters_or_ceiling,measurement,distance,>=,1.2,m,for exclusion of floors over open-to-below space from laneway house floor area computation; measured vertically,,"no lower than 1.2 m, both measured vertically,",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0027,"[{'rule_id': 'pipeline10_rule_0027', 'rule_object': 'distance_from_floor_to_roof_rafters_or_ceiling', 'condition': 'for exclusion of floors over open-to-below space from laneway house floor area computation; measured vertically'}]",['distance_from_floor_to_roof_rafters_or_ceiling'],1,single_scope,['pipeline10_rule_0027'],1,kept,[],False,pipeline5_merged_rule_0027,,
vancouver_generic_graph_pack_009__page_0009__local_015,11.3.8.9dii_floor_area_exclusion_sloping_roof_floors_max_percentage,floor_area,measurement,excluded_floor_area_over_open_to_below_space,<=,10,%,for exclusion of floors over open-to-below space from laneway house floor area computation; of the permitted total floor area,,the excluded floor area does not exceed 10% of the permitted total floor area;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0028,"[{'rule_id': 'pipeline10_rule_0028', 'rule_object': 'floor_area_exclusion_total', 'condition': 'for exclusion of floors over open-to-below space from laneway house floor area computation; of the permitted total floor area'}]",['floor_area_exclusion_total'],1,single_scope,['pipeline10_rule_0028'],1,kept,[],False,pipeline5_merged_rule_0028,floor_area_exclusion_total,
vancouver_generic_graph_pack_009__page_0009__local_016,11.3.8.9e_floor_area_exclusion_undeveloped_floors_general,floor_area,measurement,undeveloped_floors,prohibited,,,for computation of floor area for a laneway house; if conditions in 11.3.8.9(e)(i)-(ii) are met,,areas of undeveloped floors that are located:,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0029,"[{'rule_id': 'pipeline10_rule_0029', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; if conditions in 11.3.8.9(e)(i)-(ii) are met'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0029'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0029,floor_area_component,
vancouver_generic_graph_pack_009__page_0009__local_017,11.3.8.9ei_undeveloped_floor_location_above_highest_storey,undeveloped_floor_location,design_standard,location,required,,,for exclusion of undeveloped floors from laneway house floor area computation; located above the highest storey or partial storey and to which there is no permanent means of access other than a hatch,,"above the highest storey or partial storey and to which there is no permanent means of access other than a hatch,",[],gemini_text_batch,text_batch_0002,pipeline10_rule_0030,"[{'rule_id': 'pipeline10_rule_0030', 'rule_object': 'undeveloped_floor_location', 'condition': 'for exclusion of undeveloped floors from laneway house floor area computation; located above the highest storey or partial storey and to which there is no permanent means of access other than a hatch'}]",['undeveloped_floor_location'],1,single_scope,['pipeline10_rule_0030'],1,kept,[],False,pipeline5_merged_rule_0030,,
vancouver_generic_graph_pack_009__page_0009__local_018,11.3.8.9eii_undeveloped_floor_location_adjacent_to_low_ceiling,undeveloped_floor_location,design_standard,location,required,,,for exclusion of undeveloped floors from laneway house floor area computation; located adjacent to a storey or partial storey with a ceiling height of less than 1.2 m,,adjacent to a storey or partial storey with a ceiling height of less than 1.2 m;,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0031,"[{'rule_id': 'pipeline10_rule_0031', 'rule_object': 'undeveloped_floor_location', 'condition': 'for exclusion of undeveloped floors from laneway house floor area computation; located adjacent to a storey or partial storey with a ceiling height of less than 1.2 m'}]",['undeveloped_floor_location'],1,single_scope,['pipeline10_rule_0031'],1,kept,[],False,pipeline5_merged_rule_0031,,
vancouver_generic_graph_pack_009__page_0009__local_019,11.3.8.9f_floor_area_exclusion_below_grade_low_ceiling,floor_area,measurement,floors_at_or_below_finished_grade,prohibited,,,for computation of floor area for a laneway house; with a ceiling height of less than 1.2 m,,floors located at or below finished grade with a ceiling height of less than 1.2 m.,[],gemini_text_batch,text_batch_0002,pipeline10_rule_0032,"[{'rule_id': 'pipeline10_rule_0032', 'rule_object': 'floor_area_component', 'condition': 'for computation of floor area for a laneway house; with a ceiling height of less than 1.2 m'}]",['floor_area_component'],1,single_scope,['pipeline10_rule_0032'],1,kept,[],False,pipeline5_merged_rule_0032,floor_area_component,
vancouver_generic_graph_pack_001__page_0001__local_008,laneway_house_permitted_use,permitted_use,permission,Laneway House,permitted,,,as listed in the schedule of uses,,Laneway House 11.3.8,[],gemini_text_batch,text_batch_0004,pipeline10_rule_0033,"[{'rule_id': 'pipeline10_rule_0033', 'rule_object': 'permitted_use', 'condition': 'as listed in the schedule of uses'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0033'],1,kept,[],False,pipeline5_merged_rule_0033,,permitted
vancouver_generic_graph_pack_006__page_0008__local_005,laneway_house_permitted_with_single_detached_house,permitted_use,permission,laneway house,permitted,,,in combination with a single detached house,,A laneway house is only permitted in combination with a single detached house,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0035,"[{'rule_id': 'pipeline10_rule_0035', 'rule_object': 'permitted_use', 'condition': 'in combination with a single detached house'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0035'],1,kept,[],False,pipeline5_merged_rule_0035,,permitted
vancouver_generic_graph_pack_006__page_0008__local_005,laneway_house_permitted_with_single_detached_house_secondary_suite,permitted_use,permission,laneway house,permitted,,,in combination with a single detached house with secondary suite,,single detached house with secondary suite,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0036,"[{'rule_id': 'pipeline10_rule_0036', 'rule_object': 'permitted_use', 'condition': 'in combination with a single detached house with secondary suite'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0036'],1,kept,[],False,pipeline5_merged_rule_0036,,permitted
vancouver_generic_graph_pack_006__page_0008__local_005,laneway_house_permitted_with_child_day_care_facility,permitted_use,permission,laneway house,permitted,,,in combination with a child day care facility,,child day care facility,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0037,"[{'rule_id': 'pipeline10_rule_0037', 'rule_object': 'permitted_use', 'condition': 'in combination with a child day care facility'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0037'],1,kept,[],False,pipeline5_merged_rule_0037,,permitted
vancouver_generic_graph_pack_006__page_0008__local_005,laneway_house_site_vehicular_access_rear_required,site_access,requirement,vehicular access,required,,,"for a laneway house, on a site that provides vehicular access from the rear of the site",,only on a site that provides vehicular access from the rear of the site.,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0038,"[{'rule_id': 'pipeline10_rule_0038', 'rule_object': 'site_access', 'condition': 'for a laneway house, on a site that provides vehicular access from the rear of the site'}]",['site_access'],1,single_scope,['pipeline10_rule_0038'],1,kept,[],False,pipeline5_merged_rule_0038,,
vancouver_generic_graph_pack_006__page_0008__local_015,laneway_house_setback_from_main_house,building_setback,dimensional_standard,laneway house from single detached house or single detached house with secondary suite,>=,4.9,m,measured across the width of the site,,"(a) 4.9 m, measured across the width of the site, from the single detached house or single detached house with secondary suite on the site;",[],gemini_text_batch,text_batch_0005,pipeline10_rule_0039,"[{'rule_id': 'pipeline10_rule_0039', 'rule_object': 'setback', 'condition': 'measured across the width of the site'}]",['setback'],1,single_scope,['pipeline10_rule_0039'],1,kept,[],False,pipeline5_merged_rule_0039,setback,
vancouver_generic_graph_pack_006__page_0008__local_016,laneway_house_setback_from_rear_property_line,building_setback,dimensional_standard,laneway house from ultimate rear property line,>=,0.9,m,,,(b) 0.9 m from the ultimate rear property line; and,[],gemini_text_batch,text_batch_0005,pipeline10_rule_0040,"[{'rule_id': 'pipeline10_rule_0040', 'rule_object': 'setback', 'condition': ''}]",['setback'],1,single_scope,['pipeline10_rule_0040'],1,kept,[],False,pipeline5_merged_rule_0040,setback,
vancouver_generic_graph_pack_006__page_0008__local_017,laneway_house_setback_from_side_property_line,building_setback,dimensional_standard,laneway house from each side property line,>=,1.2,m,,the Director of Planning may reduce this requirement for sites less than 10.1 m in width,"(c) 1.2 m from each side property line, except that the Director of Planning may reduce this requirement for sites less than 10.1 m in width.",[],gemini_text_batch,text_batch_0005,pipeline10_rule_0041,"[{'rule_id': 'pipeline10_rule_0041', 'rule_object': 'setback', 'condition': ''}]",['setback'],1,single_scope,['pipeline10_rule_0041'],1,kept,"['exception_requires_atomic_review', 'operator_direction_conflict']",True,pipeline5_merged_rule_0041,setback,
vancouver_generic_graph_pack_014__page_0010__local_002,laneway_house_child_day_care_facility_combination_permission,laneway_house_and_child_day_care_facility_combination,qualitative,laneway_house_and_child_day_care_facility_combination,permitted,,,only if the following conditions are met,,A laneway house in combination with a child day care facility is only permitted if:,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0042,"[{'rule_id': 'pipeline10_rule_0042', 'rule_object': 'laneway_house_and_child_day_care_facility_combination', 'condition': 'only if the following conditions are met'}]",['laneway_house_and_child_day_care_facility_combination'],1,single_scope,['pipeline10_rule_0042'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0042,,
vancouver_generic_graph_pack_014__page_0010__local_003,laneway_house_count_with_child_day_care,laneway_house_count,quantitative,laneway_house,equal,1,units,in combination with a child day care facility on the site,,there is only 1 laneway house,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0043,"[{'rule_id': 'pipeline10_rule_0043', 'rule_object': 'laneway_house_count', 'condition': 'in combination with a child day care facility on the site'}]",['laneway_house_count'],1,single_scope,['pipeline10_rule_0043'],1,kept,[],False,pipeline5_merged_rule_0043,,
