source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id
page_0001__table_002,rowhouse_min_lot_width_interior,lot_width,minimum,Rowhouse .1,>=,5,m,Interior Lot,except 6.2 m for end unit lots,"Dwelling Type | Rowhouse .1 | Minimum Lot Width .2 | Interior Lot | 5 m, except 6.2 m for end unit lots",[],gemini_table_image,page_0001__table_002,pipeline10_rule_0011
page_0001__table_002,rowhouse_min_lot_width_interior_end_unit,lot_width,minimum,Rowhouse .1,>=,6.2,m,Interior Lot; end unit lots,,"Dwelling Type | Rowhouse .1 | Minimum Lot Width .2 | Interior Lot | 5 m, except 6.2 m for end unit lots",[],gemini_table_image,page_0001__table_002,pipeline10_rule_0012
page_0001__table_002,small_scale_multi_unit_min_lot_width_interior,lot_width,minimum,Small-Scale Multi-Unit,>=,10,m,Interior Lot,,Dwelling Type | Small-Scale Multi-Unit | Minimum Lot Width .2 | Interior Lot | 10 m,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0013
page_0001__table_002,rowhouse_min_lot_width_corner_street,lot_width,minimum,Rowhouse .1,>=,8,m,Corner Lot - Street,,Dwelling Type | Rowhouse .1 | Minimum Lot Width .2 | Corner Lot - Street | 8 m,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0014
page_0001__table_002,small_scale_multi_unit_min_lot_width_corner_street,lot_width,minimum,Small-Scale Multi-Unit,>=,10,m,Corner Lot - Street,,Dwelling Type | Small-Scale Multi-Unit | Minimum Lot Width .2 | Corner Lot - Street | 10 m,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0015
page_0001__table_002,rowhouse_min_lot_width_corner_lane,lot_width,minimum,Rowhouse .1,>=,6.2,m,Corner Lot - Lane,,Dwelling Type | Rowhouse .1 | Minimum Lot Width .2 | Corner Lot - Lane | 6.2 m,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0016
page_0001__table_002,small_scale_multi_unit_min_lot_width_corner_lane,lot_width,minimum,Small-Scale Multi-Unit,>=,10,m,Corner Lot - Lane,,Dwelling Type | Small-Scale Multi-Unit | Minimum Lot Width .2 | Corner Lot - Lane | 10 m,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0017
page_0001__table_002,small_scale_multi_unit_min_lot_area,lot_area,minimum,Small-Scale Multi-Unit,>=,281,m2,,,Dwelling Type | Small-Scale Multi-Unit | Lot Area .3 | Minimum Lot Area | 281 m²,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0018
page_0001__table_002,rowhouse_max_lot_area,lot_area,maximum,Rowhouse .1,<=,280,m2,,,Dwelling Type | Rowhouse .1 | Lot Area .3 | Maximum Lot Area | 280 m²,[],gemini_table_image,page_0001__table_002,pipeline10_rule_0019
page_0002__table_001,permitted_dwelling_units_rowhouse,dwelling_units,permitted_range,Rowhouse,range,1-3,units,including secondary suites,,Permitted Dwelling Units (including secondary suites) | Rowhouse | 1 to 3 Units,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0020
page_0002__table_001,permitted_dwelling_units_ssmu_1_2,dwelling_units,permitted_range,Small-Scale Multi-Unit,range,1-2,units,including secondary suites,,Permitted Dwelling Units (including secondary suites) | Small-Scale Multi-Unit | 1 to 2 Units,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0021
page_0002__table_001,permitted_dwelling_units_ssmu_3_4,dwelling_units,permitted_range,Small-Scale Multi-Unit,range,3-4,units,including secondary suites,,Permitted Dwelling Units (including secondary suites) | Small-Scale Multi-Unit | 3 to 4 Units,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0022
page_0002__table_001,permitted_dwelling_units_ssmu_5_6,dwelling_units,permitted_range,Small-Scale Multi-Unit,range,5-6,units,including secondary suites; Frequent Transit Network Area Only,,Permitted Dwelling Units (including secondary suites) | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0023
page_0002__table_001,min_lot_area_ssmu_3_4,lot_area,minimum,Small-Scale Multi-Unit,>=,281,m2,3 to 4 Units; 4 Units Only,,Minimum Lot Area | Small-Scale Multi-Unit | 3 to 4 Units | 4 Units Only: 281 m²,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0024
page_0002__table_001,min_lot_area_ssmu_5_6,lot_area,minimum,Small-Scale Multi-Unit,>=,281,m2,5 to 6 Units; Frequent Transit Network Area Only,,Minimum Lot Area | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 281 m²,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0025
page_0002__table_001,max_lot_area_rowhouse,lot_area,maximum,Rowhouse,<=,280,m2,1 to 3 Units,,Maximum Lot Area .1 | Rowhouse | 1 to 3 Units | 280 m²,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0026
page_0002__table_001,max_lot_coverage_all_buildings_rowhouse,lot_coverage,maximum,All Buildings,<=,55,%,Rowhouse; 1 to 3 Units,,Maximum Lot Coverage | All Buildings | Rowhouse | 1 to 3 Units | 55%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0027
page_0002__table_001,max_lot_coverage_all_buildings_ssmu_1_2_le_567,lot_coverage,maximum,All Buildings,<=,40,%,Small-Scale Multi-Unit; 1 to 2 Units; Lots <= 567 m²,,Maximum Lot Coverage | All Buildings | Small-Scale Multi-Unit | 1 to 2 Units | Lots <= 567 m²: 40%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0028
page_0002__table_001,max_lot_coverage_all_buildings_ssmu_1_2_gt_567,lot_coverage,maximum,All Buildings,<=,30,%,Small-Scale Multi-Unit; 1 to 2 Units; Lots > 567 m²,,Maximum Lot Coverage | All Buildings | Small-Scale Multi-Unit | 1 to 2 Units | Lots > 567 m²: 30%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0029
page_0002__table_001,max_lot_coverage_all_buildings_ssmu_3_4,lot_coverage,maximum,All Buildings,<=,40,%,Small-Scale Multi-Unit; 3 to 4 Units,,Maximum Lot Coverage | All Buildings | Small-Scale Multi-Unit | 3 to 4 Units | 40%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0030
page_0002__table_001,max_lot_coverage_all_buildings_ssmu_5_6,lot_coverage,maximum,All Buildings,<=,45,%,Small-Scale Multi-Unit; 5 to 6 Units Frequent Transit Network Area Only,,Maximum Lot Coverage | All Buildings | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 45%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0031
page_0002__table_001,max_lot_coverage_impervious_rowhouse,lot_coverage,maximum,Impervious Surfaces,<=,70,%,Rowhouse; 1 to 3 Units,,Maximum Lot Coverage | Impervious Surfaces | Rowhouse | 1 to 3 Units | 70%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0032
page_0002__table_001,max_lot_coverage_impervious_ssmu_1_2,lot_coverage,maximum,Impervious Surfaces,<=,60,%,Small-Scale Multi-Unit; 1 to 2 Units,,Maximum Lot Coverage | Impervious Surfaces | Small-Scale Multi-Unit | 1 to 2 Units | 60%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0033
page_0002__table_001,max_lot_coverage_impervious_ssmu_3_4,lot_coverage,maximum,Impervious Surfaces,<=,60,%,Small-Scale Multi-Unit; 3 to 4 Units,,Maximum Lot Coverage | Impervious Surfaces | Small-Scale Multi-Unit | 3 to 4 Units | 60%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0034
page_0002__table_001,max_lot_coverage_impervious_ssmu_5_6,lot_coverage,maximum,Impervious Surfaces,<=,70,%,Small-Scale Multi-Unit; 5 to 6 Units Frequent Transit Network Area Only,,Maximum Lot Coverage | Impervious Surfaces | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 70%,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0035
page_0002__table_001,max_height_front_principal_sloping,height,maximum,Front Principal Buildings,<=,10,m,sloping roof,,Maximum Height | Front Principal Buildings | Height | sloping roof: 10 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0036
page_0002__table_001,max_height_front_principal_flat,height,maximum,Front Principal Buildings,<=,9.5,m,flat roof,,Maximum Height | Front Principal Buildings | Height | flat roof: 9.5 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0037
page_0002__table_001,max_storeys_front_principal_rowhouse,height,maximum,Front Principal Buildings,<=,3,storeys,Rowhouse; 1 to 3 Units; basement inclusive,,Maximum Height | Front Principal Buildings | Storeys (basement inclusive) | Rowhouse | 1 to 3 Units | 3 storeys,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0038
page_0002__table_001,max_storeys_front_principal_ssmu_1_2,height,maximum,Front Principal Buildings,<=,2.5,storeys,Small-Scale Multi-Unit; 1 to 2 Units; basement inclusive,,Maximum Height | Front Principal Buildings | Storeys (basement inclusive) | Small-Scale Multi-Unit | 1 to 2 Units | 2.5 storeys,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0039
page_0002__table_001,max_storeys_front_principal_ssmu_3_plus,height,maximum,Front Principal Buildings,<=,3,storeys,"Small-Scale Multi-Unit; 3 to 4 Units, 5 to 6 Units Frequent Transit Network Area Only; basement inclusive",,Maximum Height | Front Principal Buildings | Storeys (basement inclusive) | Small-Scale Multi-Unit | 3 to 4 Units | 5 to 6 Units Frequent Transit Network Area Only | 3 storeys,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0040
page_0002__table_001,max_height_rear_principal_sloping,height,maximum,Rear Principal Buildings,<=,7.5,m,sloping roof,,Maximum Height | Rear Principal Buildings | Height | sloping roof: 7.5 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0041
page_0002__table_001,max_height_rear_principal_flat,height,maximum,Rear Principal Buildings,<=,7.0,m,flat roof,,Maximum Height | Rear Principal Buildings | Height | flat roof: 7.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0042
page_0002__table_001,max_storeys_rear_principal,height,maximum,Rear Principal Buildings,<=,2,storeys,basement inclusive,,Maximum Height | Rear Principal Buildings | Storeys (basement inclusive) | 2 storeys,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0043
page_0002__table_001,max_height_accessory_m,height,maximum,Accessory Buildings,<=,4.0,m,,,Maximum Height | Accessory Buildings | 4.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0044
page_0002__table_001,max_height_accessory_storeys,height,maximum,Accessory Buildings,<=,1,storeys,,,Maximum Height | Accessory Buildings | 1 storey,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0045
page_0002__table_001,min_setback_street_yard_rowhouse,setback,minimum,Street Yard,>=,3.0,m,Rowhouse; 1 to 3 Units; All Buildings,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Street Yard | Rowhouse | 1 to 3 Units | 3.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0046
page_0002__table_001,min_setback_street_yard_ssmu_front,setback,minimum,Street Yard,>=,4.0,m,Small-Scale Multi-Unit; All Buildings; front,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Street Yard | Small-Scale Multi-Unit | front: 4.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0047
page_0002__table_001,min_setback_street_yard_ssmu_flanking,setback,minimum,Street Yard,>=,3.0,m,Small-Scale Multi-Unit; All Buildings; flanking,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Street Yard | Small-Scale Multi-Unit | flanking: 3.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0048
page_0002__table_001,min_setback_lane_yard,setback,minimum,Lane Yard,>=,1.5,m,All Buildings,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Lane Yard | 1.5 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0049
page_0002__table_001,min_setback_interior_rear_yard,setback,minimum,Interior Rear Yard,>=,3.0,m,All Buildings,1.5 m for accessory buildings,"Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Rear Yard | 3.0 m, except 1.5 m for accessory buildings",[],gemini_table_image,page_0002__table_001,pipeline10_rule_0050
page_0002__table_001,min_setback_interior_rear_yard_accessory,setback,minimum,Interior Rear Yard,>=,1.5,m,accessory buildings,,"Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Rear Yard | 3.0 m, except 1.5 m for accessory buildings",[],gemini_table_image,page_0002__table_001,pipeline10_rule_0051
page_0002__table_001,min_setback_interior_side_yard_rowhouse,setback,minimum,Interior Side Yard,>=,0,m,Rowhouse; 1 to 3 Units; All Buildings,1.2 m for end unit lots,"Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Side Yard | Rowhouse | 1 to 3 Units | 0 m, except 1.2 m for end unit lots",[],gemini_table_image,page_0002__table_001,pipeline10_rule_0052
page_0002__table_001,min_setback_interior_side_yard_rowhouse_end_unit,setback,minimum,Interior Side Yard,>=,1.2,m,Rowhouse; 1 to 3 Units; All Buildings; end unit lots,,"Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Side Yard | Rowhouse | 1 to 3 Units | 0 m, except 1.2 m for end unit lots",[],gemini_table_image,page_0002__table_001,pipeline10_rule_0053
page_0002__table_001,min_setback_interior_side_yard_ssmu_1_2,setback,minimum,Interior Side Yard,>=,1.2,m,Small-Scale Multi-Unit; 1 to 2 Units; All Buildings,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Side Yard | Small-Scale Multi-Unit | 1 to 2 Units | 1.2 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0054
page_0002__table_001,min_setback_interior_side_yard_ssmu_3_4,setback,minimum,Interior Side Yard,>=,1.2,m,Small-Scale Multi-Unit; 3 to 4 Units; All Buildings,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Side Yard | Small-Scale Multi-Unit | 3 to 4 Units | 1.2 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0055
page_0002__table_001,min_setback_interior_side_yard_ssmu_5_6,setback,minimum,Interior Side Yard,>=,1.2,m,Small-Scale Multi-Unit; 5 to 6 Units Frequent Transit Network Area Only; All Buildings,,Minimum Lot Line Setbacks for All Buildings .2 .3 | Interior Side Yard | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 1.2 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0056
page_0002__table_001,min_separation_front_principals_ssmu_1_2,building_separation,minimum,Between Front Principals,>=,2.4,m,Small-Scale Multi-Unit; 1 to 2 Units,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Front Principals | Small-Scale Multi-Unit | 1 to 2 Units | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0057
page_0002__table_001,min_separation_front_principals_ssmu_3_4,building_separation,minimum,Between Front Principals,>=,2.4,m,Small-Scale Multi-Unit; 3 to 4 Units,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Front Principals | Small-Scale Multi-Unit | 3 to 4 Units | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0058
page_0002__table_001,min_separation_front_principals_ssmu_5_6,building_separation,minimum,Between Front Principals,>=,2.4,m,Small-Scale Multi-Unit; 5 to 6 Units Frequent Transit Network Area Only,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Front Principals | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0059
page_0002__table_001,min_separation_rear_principals_ssmu_1_2,building_separation,minimum,Between Rear Principals,>=,2.4,m,Small-Scale Multi-Unit; 1 to 2 Units,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Rear Principals | Small-Scale Multi-Unit | 1 to 2 Units | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0060
page_0002__table_001,min_separation_rear_principals_ssmu_3_4,building_separation,minimum,Between Rear Principals,>=,2.4,m,Small-Scale Multi-Unit; 3 to 4 Units,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Rear Principals | Small-Scale Multi-Unit | 3 to 4 Units | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0061
page_0002__table_001,min_separation_rear_principals_ssmu_5_6,building_separation,minimum,Between Rear Principals,>=,2.4,m,Small-Scale Multi-Unit; 5 to 6 Units Frequent Transit Network Area Only,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Rear Principals | Small-Scale Multi-Unit | 5 to 6 Units Frequent Transit Network Area Only | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0062
page_0002__table_001,min_separation_front_rear_principals,building_separation,minimum,Between Front & Rear Principals,>=,6.0,m,,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between Front & Rear Principals | 6.0 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0063
page_0002__table_001,min_separation_all_other_buildings,building_separation,minimum,Between All Other Buildings,>=,2.4,m,,,Minimum Separation of Buildings on the Same Lot .4 .5 | Between All Other Buildings | 2.4 m,[],gemini_table_image,page_0002__table_001,pipeline10_rule_0064
page_0004__table_001,min_3_plus_bedroom_units_1_to_3_total,dwelling_units,minimum,3+ bedroom units,>=,1,units,Total Dwelling Units on a Lot: 1 to 3 Units,,"101.5.1 All Dwelling Units
(1) The minimum number of dwelling units with at least 3 bedrooms must be provided as follows:
Total Dwelling Units on a Lot
1 to 3 Units
Minimum 3+ Bedroom Units: 1 Unit",[],gemini_table_image,page_0004__table_001,pipeline10_rule_0065
page_0004__table_001,min_3_plus_bedroom_units_4_to_6_total,dwelling_units,minimum,3+ bedroom units,>=,2,units,Total Dwelling Units on a Lot: 4 to 6 Units,,"101.5.1 All Dwelling Units
(1) The minimum number of dwelling units with at least 3 bedrooms must be provided as follows:
Total Dwelling Units on a Lot
4 to 6 Units
Minimum 3+ Bedroom Units: 2 Units",[],gemini_table_image,page_0004__table_001,pipeline10_rule_0066
